star,date,Name,Review Like,Review Text
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",HM's Official,6,"Its a foul app,,,,I hate it"
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 14, 2018 November 19, 2018",gias uddin Pathao Inc,0,"The fare is high now-a-days,and sometimes its over than it was showed before the ride..."
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 19, 2018",Makeup Bd Pathao Inc,0,বেশ ভাল এবং যুগোপযোগী একটি এপ্লিকেশন। তবে কিছু কিছু জায়গা আপডেটেড হওয়া প্রয়োজন।
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 12, 2018",asif electroX,0,Abal choda marka app baler safety choday tor maire tui chud
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 14, 2018 November 19, 2018",Fayeka Ahmed Suchi Pathao Inc,0,Worst app Doesn't work properly
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",Humaun Kabir Munna,0,Be aware about this apps because recently a news published that Pathao steals user sensitive and personal information.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 14, 2018",Syed Yasir Azam,0,They hack data which they don't required for operation. Privency always matters..
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 14, 2018 November 19, 2018",A Google user Pathao Inc,0,New version not working on j7 android orio.. verification taking too much time..old version was good
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Tanvir Ahmed Shanto,2,user der info churi kora valona
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 12, 2018 November 15, 2018",al kaeis Pathao Inc,0,bad application system fully bad
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Siam wahid,2,They are taking our Data without Permission
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 16, 2018 November 17, 2018",Himangshu Saha Pathao Inc,0,Showing fare & payment fare is high. Exm show fare 111 but I pay 160
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",Nazmul Kabir,0,They are hacking users info
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 15, 2018",Tofazzal Hossain,0,Stop stealing our privacy
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 15, 2018",RUBAYAT RAYHAN,0,They steal personal information
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",Pravakar Das,0,"আপনারা location permission নিলেন,,,ঠিক আছে,, কিন্তু বাকিগুলোর (camera, storage, phone, sms)permission চান কেন???এইসব নিয়ে আপনাদের কাজ কি???"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",A Google user,1,Stealing people's data
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Robiul Hosain,2,they are stealing user's private info.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018 November 15, 2018",MD AL Amin Pathao Inc,0,Pathao is not full of low quality bikes and bikers. They should remove all 80 cc bikes.
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 15, 2018",Leon Islam Pathao Inc,0,If we can use it without internet data it can be more usefull.
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 12, 2018 November 19, 2018",Hasan Shiplo Pathao Inc,1,Pathao is taking time in GPS location. It has to improve the gps locating system in app
"<div aria-label=""Rated 4 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 15, 2018 November 19, 2018",Halleys Khan Pathao Inc,0,Its Good but it has a problem for detect the GPS Location
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Shukhen Khan,5,Lacking personal information
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",A Google user,5,Very bad service
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 18, 2018 November 19, 2018",A Google user Pathao Inc,0,আমরা যেই কোন জায়গায় খুব দ্রুত পোছাতে পারি
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 19, 2018",Shamim Rafiq Pathao Inc,0,Driver ra request receive kore jeno call dey
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Emamul Islam Rokon,2,Aggressive!Dangerous!Thefts!
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Tahsin Ahmed Nafi,0,Serious security issues.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 18, 2018 November 19, 2018",Abdul Alim Pathao Inc,0,"বালের এ্যাপস এটা,, ঠিক ঠাক কাজ করে না,,ওদের ইচছা মত মেন্ডাটরি করে"
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Md. Hafijur Rahman Tarafder,5,Break my trust.....
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018 December 14, 2017",Raisul Haque Pathao Inc,9,Stop reading my sms.
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 12, 2018 November 15, 2018",Md.Masum Ali Pathao Inc,0,যারা যারা বলছে পাঠাও হচ্ছে ডিজিটাল চোর তারা হয়তো পাঠাও কোনোদিন ব্যবহারই করেনি। কেউ কেউ আছে যাবে এক যায়গায় কিন্তু ভাড়া কম আসার লোভে সেলেক্ট করে অন্য যায়গা। রাইড শুরু করার পর রাইডারকে নিয়ে নির্ধারিত দুরত্বের চেয়ে বেশিদূর যাওয়ার ফলে ভাড়া বেশি আসে।
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018 November 10, 2018",Tony Leo Pathao Inc,2,This app should be taken down
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 18, 2018",A Google user,0,They are hack mobile number all my contacts
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 15, 2018",Kawsar Jabed Pathao Inc,0,I am very glad to use this app..thanks to give us this type of opportunities ❤
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 17, 2018",k.m. masud Pathao Inc,0,Gazipur to Dhaka fare rate high please decrease
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 9, 2018",Faisal Islam,4,This app steals data
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 11, 2018",Raisul Islam,0,Pathao steals users data without user permission.
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Farid Rahman,3,stealing personal information
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 17, 2018",Julker Naim Pathao Inc,0,The new version doesn't update my mobile. Why?
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Monjurul Majid,2,The app take personal data..
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Ashraful Alam,0,Upload personal data to server and store there.
"<div aria-label=""Rated 5 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div></div>","November 15, 2018 November 19, 2018",Easy Life Pathao Inc,0,ভাড়াটা আর একটু কমালে ভালো হতো
"<div aria-label=""Rated 3 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 15, 2018 November 19, 2018",UL13 FIGHTER Pathao Inc,0,Pls update urs billing system...billing sistem is too high
"<div aria-label=""Rated 1 stars out of five stars"" role=""img""><div class=""vQHuPe bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div><div class=""L0jl5e bUWb7c""></div></div>","November 10, 2018",Faiza Mayameen,1,Accussed of storing sensitive customer data
